Date (MM/DD/YYYY),Time (HH:MM:SS),Time (Fract. Sec),Site Name,Fault Code,Battery V,ODO % sat,ODO mg/L,pH,pH mV,Temp °C,SpCond mS/cm,Sal ppt,Turbidity NTU,Chlorophyll RFU,Chlorophyll µg/L,Depth m
10/22/2019,12:58:00,0,Pellicer Creek,0,5.4,98.2,8.64,6.76,-11.8,21.567,0.001,0,0.62,0,-0.02,-0.049
10/22/2019,12:59:00,0,Pellicer Creek,0,5.4,70.1,6.59,7.39,-48.4,16.973,8.7101,4.88,8.01,2.78,11.06,-0.021
10/22/2019,13:00:00,0,Pellicer Creek,0,5.4,69.9,6.57,7.33,-44.6,16.903,8.728,4.89,7.91,2.79,11.11,-0.091
10/22/2019,13:01:00,0,Pellicer Creek,0,5.4,70,6.58,7.3,-43.4,16.909,8.7323,4.9,8.08,2.83,11.27,-0.112
10/22/2019,13:02:00,0,Pellicer Creek,0,5.4,70,6.58,7.29,-42.7,16.924,8.7335,4.9,7.88,2.84,11.3,-0.112
10/22/2019,13:03:00,0,Pellicer Creek,0,5.4,70,6.58,7.28,-42.2,16.944,8.734,4.9,8.04,2.81,11.18,-0.112
10/22/2019,13:04:00,0,Pellicer Creek,0,5.4,70.1,6.58,7.28,-41.7,16.964,8.7342,4.9,8.05,2.84,11.31,-0.108
10/22/2019,13:05:00,0,Pellicer Creek,0,5.4,70.1,6.58,7.27,-41.2,16.985,8.7341,4.9,8.01,2.76,11,-0.103
10/22/2019,13:06:00,0,Pellicer Creek,0,5.4,70.2,6.58,7.26,-40.7,17.006,8.734,4.9,8.11,2.82,11.2,-0.098
10/22/2019,13:07:00,0,Pellicer Creek,0,5.4,70.2,6.59,7.25,-40.3,17.026,8.7342,4.9,8.12,2.87,11.44,-0.094
10/22/2019,13:08:00,0,Pellicer Creek,0,5.4,70.3,6.59,7.25,-40,17.045,8.734,4.9,8,2.83,11.25,-0.09
10/22/2019,13:09:00,0,Pellicer Creek,0,5.4,70.3,6.59,7.24,-39.6,17.065,8.7339,4.9,7.99,2.81,11.19,-0.087
10/22/2019,13:10:00,0,Pellicer Creek,0,5.4,70.4,6.59,7.23,-39.3,17.083,8.7339,4.9,7.91,2.84,11.32,-0.088
10/22/2019,13:11:00,0,Pellicer Creek,0,5.3,70.5,6.6,7.23,-39.1,17.101,8.7338,4.9,8.01,2.82,11.23,-0.09
10/22/2019,13:12:00,0,Pellicer Creek,0,5.4,70.5,6.6,7.23,-38.9,17.119,8.7339,4.9,8.07,2.86,11.38,-0.089
10/22/2019,13:13:00,0,Pellicer Creek,0,5.4,70.6,6.61,7.22,-38.6,17.137,8.7339,4.9,7.9,2.87,11.43,-0.089
10/22/2019,13:14:00,0,Pellicer Creek,0,5.4,70.7,6.61,7.22,-38.4,17.155,8.7338,4.9,7.96,2.8,11.14,-0.088
10/22/2019,13:15:00,0,Pellicer Creek,0,5.3,70.8,6.62,7.22,-38.3,17.174,8.7338,4.9,7.96,2.8,11.15,-0.088
10/22/2019,13:16:00,0,Pellicer Creek,0,5.3,70.8,6.62,7.21,-38.1,17.192,8.7337,4.9,7.93,2.77,11.04,-0.088
10/22/2019,13:17:00,0,Pellicer Creek,0,5.3,70.9,6.62,7.21,-38,17.21,8.7337,4.9,8.02,2.77,11.01,-0.088
10/22/2019,13:18:00,0,Pellicer Creek,0,5.3,71,6.63,7.21,-37.9,17.228,8.7335,4.9,7.93,2.81,11.19,-0.091
10/22/2019,13:19:00,0,Pellicer Creek,0,5.3,71,6.63,7.21,-37.8,17.246,8.7335,4.9,7.94,2.85,11.36,-0.09
10/22/2019,13:20:00,0,Pellicer Creek,0,5.3,71.1,6.64,7.21,-37.7,17.263,8.7336,4.9,7.95,2.84,11.31,-0.09
10/22/2019,13:21:00,0,Pellicer Creek,0,5.3,71.2,6.64,7.21,-37.6,17.281,8.7336,4.9,7.98,2.74,10.92,-0.09
10/22/2019,13:22:00,0,Pellicer Creek,0,5.3,71.3,6.65,7.2,-37.5,17.298,8.7335,4.9,7.91,2.83,11.25,-0.09
10/22/2019,13:23:00,0,Pellicer Creek,0,5.3,71.3,6.65,7.2,-37.5,17.315,8.7334,4.9,8.05,2.81,11.17,-0.09
10/22/2019,13:24:00,0,Pellicer Creek,0,5.3,71.4,6.65,7.2,-37.5,17.332,8.7334,4.9,7.88,2.8,11.13,-0.089
10/22/2019,13:25:00,0,Pellicer Creek,0,5.3,71.4,6.66,7.2,-37.4,17.349,8.7334,4.9,7.93,2.83,11.25,-0.09
10/22/2019,13:26:00,0,Pellicer Creek,0,5.4,71.5,6.66,7.2,-37.4,17.367,8.7332,4.9,7.97,2.81,11.18,-0.092
10/22/2019,13:27:00,0,Pellicer Creek,0,5.3,71.6,6.66,7.2,-37.4,17.383,8.7334,4.9,8.07,2.84,11.31,-0.091
10/22/2019,13:28:00,0,Pellicer Creek,0,5.3,71.6,6.67,7.2,-37.3,17.401,8.7334,4.9,8.09,2.79,11.12,-0.091
10/22/2019,13:29:00,0,Pellicer Creek,0,5.3,71.7,6.67,7.2,-37.3,17.418,8.7333,4.9,7.98,2.8,11.15,-0.091
10/22/2019,13:30:00,0,Pellicer Creek,0,5.3,71.7,6.67,7.2,-37.3,17.435,8.7334,4.9,7.91,2.78,11.07,-0.09
10/22/2019,13:31:00,0,Pellicer Creek,0,5.3,71.8,6.68,7.2,-37.3,17.452,8.7333,4.9,7.89,2.77,11.02,-0.09
10/22/2019,13:32:00,0,Pellicer Creek,0,5.3,71.9,6.68,7.2,-37.3,17.469,8.7334,4.9,7.91,2.76,10.98,-0.089
10/22/2019,13:33:00,0,Pellicer Creek,0,5.3,71.9,6.68,7.2,-37.3,17.486,8.7334,4.9,7.89,2.81,11.2,-0.09
10/22/2019,13:34:00,0,Pellicer Creek,0,5.3,72,6.69,7.2,-37.3,17.503,8.7333,4.9,8.04,2.82,11.24,-0.092
10/22/2019,13:35:00,0,Pellicer Creek,0,5.3,72.1,6.69,7.2,-37.3,17.521,8.7333,4.9,7.89,2.87,11.44,-0.092
10/22/2019,13:36:00,0,Pellicer Creek,0,5.3,72.1,6.7,7.2,-37.4,17.538,8.7333,4.9,7.82,2.8,11.13,-0.092
10/22/2019,13:37:00,0,Pellicer Creek,0,5.3,72.2,6.7,7.2,-37.4,17.556,8.7333,4.9,7.95,2.85,11.34,-0.092
10/22/2019,13:38:00,0,Pellicer Creek,0,5.3,72.3,6.7,7.2,-37.4,17.573,8.7333,4.9,7.84,2.79,11.08,-0.091
10/22/2019,13:39:00,0,Pellicer Creek,0,5.3,72.4,6.71,7.2,-37.4,17.591,8.7332,4.9,7.88,2.77,11.01,-0.091
10/22/2019,13:40:00,0,Pellicer Creek,0,5.3,72.4,6.71,7.2,-37.4,17.608,8.7332,4.9,7.96,2.74,10.9,-0.091
10/22/2019,13:41:00,0,Pellicer Creek,0,5.3,72.5,6.72,7.2,-37.5,17.626,8.7331,4.9,7.98,2.72,10.8,-0.093
10/22/2019,13:42:00,0,Pellicer Creek,0,5.3,72.6,6.72,7.2,-37.5,17.643,8.7331,4.9,7.77,2.81,11.17,-0.094
10/22/2019,13:43:00,0,Pellicer Creek,0,5.3,72.7,6.73,7.2,-37.5,17.661,8.7333,4.9,7.96,2.72,10.81,-0.093
10/22/2019,13:44:00,0,Pellicer Creek,0,5.3,72.7,6.73,7.2,-37.6,17.678,8.7333,4.9,7.96,2.76,10.97,-0.093
10/22/2019,13:45:00,0,Pellicer Creek,0,5.3,72.8,6.74,7.2,-37.6,17.694,8.7332,4.9,7.81,2.79,11.11,-0.093
10/22/2019,13:46:00,0,Pellicer Creek,0,5.3,72.9,6.74,7.2,-37.6,17.71,8.7333,4.9,7.91,2.76,10.99,-0.093
10/22/2019,13:47:00,0,Pellicer Creek,0,5.3,72.9,6.74,7.21,-37.6,17.725,8.7331,4.9,7.94,2.76,10.97,-0.093
10/22/2019,13:48:00,0,Pellicer Creek,0,5.3,73,6.75,7.21,-37.7,17.741,8.7333,4.9,7.87,2.77,11.01,-0.093
10/22/2019,13:49:00,0,Pellicer Creek,0,5.3,73.1,6.75,7.21,-37.7,17.757,8.7333,4.9,7.95,2.74,10.9,-0.094
10/22/2019,13:50:00,0,Pellicer Creek,0,5.3,73.1,6.75,7.21,-37.7,17.774,8.7332,4.9,7.84,2.72,10.83,-0.096
10/22/2019,13:51:00,0,Pellicer Creek,0,5.3,73.2,6.76,7.21,-37.7,17.79,8.7333,4.9,7.95,2.79,11.09,-0.096
10/22/2019,13:52:00,0,Pellicer Creek,0,5.3,73.3,6.76,7.21,-37.8,17.807,8.7332,4.9,7.92,2.81,11.18,-0.095
10/22/2019,13:53:00,0,Pellicer Creek,0,5.3,73.3,6.76,7.21,-37.8,17.823,8.7332,4.9,7.8,2.78,11.05,-0.095
10/22/2019,13:54:00,0,Pellicer Creek,0,5.3,73.4,6.77,7.21,-37.8,17.84,8.7333,4.9,7.97,2.76,10.97,-0.096
10/22/2019,13:55:00,0,Pellicer Creek,0,5.3,73.4,6.77,7.21,-37.9,17.857,8.7333,4.9,8.03,2.75,10.93,-0.096
10/22/2019,13:56:00,0,Pellicer Creek,0,5.3,73.5,6.77,7.21,-37.9,17.874,8.7332,4.9,7.91,2.73,10.85,-0.096
10/22/2019,13:57:00,0,Pellicer Creek,0,5.3,73.6,6.78,7.21,-37.9,17.891,8.7334,4.9,7.89,2.77,11.04,-0.099
10/22/2019,13:58:00,0,Pellicer Creek,0,5.3,73.6,6.78,7.21,-37.9,17.907,8.7332,4.9,7.99,2.89,11.5,-0.099
10/22/2019,13:59:00,0,Pellicer Creek,0,5.3,73.7,6.79,7.21,-38,17.924,8.7333,4.9,7.83,2.79,11.1,-0.099
10/22/2019,14:00:00,0,Pellicer Creek,0,5.3,73.8,6.79,7.21,-38,17.94,8.7333,4.9,7.92,2.8,11.14,-0.099
10/22/2019,14:01:00,0,Pellicer Creek,0,5.3,73.8,6.79,7.21,-38,17.957,8.7333,4.9,7.86,2.74,10.92,-0.099
10/22/2019,14:02:00,0,Pellicer Creek,0,5.3,73.9,6.8,7.21,-38.1,17.973,8.7333,4.9,7.92,2.77,11.02,-0.1
10/22/2019,14:03:00,0,Pellicer Creek,0,5.3,74,6.8,7.21,-38.1,17.989,8.7335,4.9,8.02,2.82,11.22,-0.099
10/22/2019,14:04:00,0,Pellicer Creek,0,5.3,74,6.81,7.21,-38.1,18.005,8.7333,4.9,7.76,2.78,11.05,-0.099
10/22/2019,14:05:00,0,Pellicer Creek,0,5.3,74.1,6.81,7.21,-38.2,18.021,8.7334,4.9,7.98,2.73,10.87,-0.1
10/22/2019,14:06:00,0,Pellicer Creek,0,5.3,74.2,6.82,7.21,-38.2,18.037,8.7334,4.9,7.9,2.79,11.12,-0.102
10/22/2019,14:07:00,0,Pellicer Creek,0,5.3,74.3,6.82,7.21,-38.2,18.052,8.7334,4.9,7.8,2.74,10.91,-0.102
10/22/2019,14:08:00,0,Pellicer Creek,0,5.3,74.3,6.82,7.22,-38.2,18.068,8.7334,4.9,8.06,2.72,10.84,-0.102
10/22/2019,14:09:00,0,Pellicer Creek,0,5.3,74.4,6.83,7.22,-38.3,18.084,8.7334,4.9,7.79,2.81,11.18,-0.102
10/22/2019,14:10:00,0,Pellicer Creek,0,5.3,74.5,6.83,7.22,-38.3,18.099,8.7335,4.9,7.99,2.8,11.15,-0.102
10/22/2019,14:11:00,0,Pellicer Creek,0,5.3,74.5,6.84,7.22,-38.3,18.115,8.7335,4.9,7.99,2.73,10.85,-0.102
10/22/2019,14:12:00,0,Pellicer Creek,0,5.3,74.6,6.84,7.22,-38.4,18.131,8.7335,4.9,7.98,2.73,10.88,-0.102
10/22/2019,14:13:00,0,Pellicer Creek,0,5.3,74.7,6.85,7.22,-38.4,18.147,8.7337,4.9,7.89,2.7,10.76,-0.105
10/22/2019,14:14:00,0,Pellicer Creek,0,5.3,74.7,6.85,7.22,-38.4,18.163,8.7336,4.9,7.98,2.7,10.74,-0.105
10/22/2019,14:15:00,0,Pellicer Creek,0,5.3,74.8,6.85,7.22,-38.4,18.179,8.7336,4.9,7.93,2.73,10.88,-0.105
10/22/2019,14:16:00,0,Pellicer Creek,0,5.3,74.9,6.86,7.22,-38.5,18.195,8.7336,4.9,7.82,2.72,10.8,-0.104
10/22/2019,14:17:00,0,Pellicer Creek,0,5.3,74.9,6.86,7.22,-38.5,18.211,8.7338,4.9,7.91,2.78,11.05,-0.104
10/22/2019,14:18:00,0,Pellicer Creek,0,5.3,75,6.86,7.22,-38.5,18.227,8.7338,4.9,8.01,2.73,10.86,-0.104
10/22/2019,14:19:00,0,Pellicer Creek,0,5.3,75,6.87,7.22,-38.6,18.243,8.7338,4.9,7.91,2.74,10.91,-0.104
10/22/2019,14:20:00,0,Pellicer Creek,0,5.3,75.1,6.87,7.22,-38.6,18.259,8.7339,4.9,7.83,2.74,10.92,-0.103
10/22/2019,14:21:00,0,Pellicer Creek,0,5.3,75.2,6.87,7.22,-38.6,18.274,8.7339,4.9,7.96,2.74,10.89,-0.103
10/22/2019,14:22:00,0,Pellicer Creek,0,5.3,75.2,6.88,7.22,-38.7,18.289,8.734,4.9,7.87,2.74,10.9,-0.107
10/22/2019,14:23:00,0,Pellicer Creek,0,5.3,75.3,6.88,7.22,-38.7,18.304,8.7339,4.9,7.97,2.72,10.81,-0.107
10/22/2019,14:24:00,0,Pellicer Creek,0,5.3,75.4,6.88,7.22,-38.7,18.321,8.7338,4.89,7.92,2.71,10.77,-0.106
10/22/2019,14:25:00,0,Pellicer Creek,0,5.3,75.4,6.89,7.22,-38.8,18.337,8.7341,4.9,7.89,2.69,10.7,-0.106
10/22/2019,14:26:00,0,Pellicer Creek,0,5.3,75.5,6.89,7.22,-38.8,18.353,8.734,4.89,7.92,2.81,11.18,-0.106
10/22/2019,14:27:00,0,Pellicer Creek,0,5.3,75.5,6.89,7.23,-38.8,18.369,8.734,4.89,7.73,2.73,10.86,-0.106
10/22/2019,14:28:00,0,Pellicer Creek,0,5.3,75.6,6.9,7.23,-38.9,18.385,8.7341,4.89,7.83,2.75,10.96,-0.105
10/22/2019,14:29:00,0,Pellicer Creek,0,5.3,75.7,6.9,7.23,-38.9,18.4,8.734,4.89,7.92,2.78,11.08,-0.108
10/22/2019,14:30:00,0,Pellicer Creek,0,5.3,75.8,6.91,7.23,-38.9,18.416,8.734,4.89,7.89,2.81,11.16,-0.108
10/22/2019,14:31:00,0,Pellicer Creek,0,5.3,75.8,6.91,7.23,-39,18.432,8.734,4.89,7.93,2.76,10.99,-0.109
10/22/2019,14:32:00,0,Pellicer Creek,0,5.3,75.9,6.92,7.23,-39,18.447,8.7343,4.89,7.8,2.74,10.91,-0.109
10/22/2019,14:33:00,0,Pellicer Creek,0,5.3,76,6.92,7.23,-39,18.463,8.7342,4.89,7.97,2.73,10.86,-0.108
10/22/2019,14:34:00,0,Pellicer Creek,0,5.3,76.1,6.92,7.23,-39.1,18.479,8.7345,4.89,7.99,2.73,10.87,-0.108
10/22/2019,14:35:00,0,Pellicer Creek,0,5.3,76.1,6.93,7.23,-39.1,18.495,8.7343,4.89,7.91,2.67,10.6,-0.108
10/22/2019,14:36:00,0,Pellicer Creek,0,5.3,76.2,6.93,7.23,-39.1,18.511,8.7343,4.89,7.77,2.69,10.72,-0.107
10/22/2019,14:37:00,0,Pellicer Creek,0,5.3,76.3,6.94,7.23,-39.2,18.527,8.7344,4.89,7.82,2.76,10.97,-0.11
10/22/2019,14:38:00,0,Pellicer Creek,0,5.3,76.3,6.94,7.23,-39.2,18.542,8.7344,4.89,7.9,2.71,10.8,-0.11
10/22/2019,14:39:00,0,Pellicer Creek,0,5.3,76.4,6.95,7.23,-39.3,18.558,8.7346,4.89,7.86,2.67,10.61,-0.11
10/22/2019,14:40:00,0,Pellicer Creek,0,5.3,76.5,6.95,7.23,-39.3,18.574,8.7346,4.89,7.84,2.71,10.77,-0.11
10/22/2019,14:41:00,0,Pellicer Creek,0,5.3,76.5,6.95,7.23,-39.3,18.59,8.7346,4.89,7.92,2.74,10.92,-0.11
10/22/2019,14:42:00,0,Pellicer Creek,0,5.3,76.6,6.96,7.23,-39.4,18.605,8.7347,4.89,7.95,2.71,10.79,-0.11
10/22/2019,14:43:00,0,Pellicer Creek,0,5.3,76.7,6.96,7.24,-39.4,18.621,8.7346,4.89,7.82,2.7,10.76,-0.109
10/22/2019,14:44:00,0,Pellicer Creek,0,5.3,76.7,6.97,7.24,-39.5,18.636,8.7349,4.89,7.91,2.71,10.79,-0.109
10/22/2019,14:45:00,0,Pellicer Creek,0,5.2,93.5,8.41,7.64,-63.5,20.631,0.006,0,2.34,0.57,2.26,-0.139
